Genre	ZCR Mean	ZCR STD	Spectral Centroid Mean	Spectral Centroid STD	MFCC 1 MEAN	MFCC 1 STD	MFCC 2 MEAN	MFCC 2 STD	MFCC 3 MEAN	MFCC 3 STD	MFCC 4 MEAN	MFCC 4 STD	MFCC 5 MEAN	MFCC 5 STD	MFCC 6 MEAN	MFCC 6 STD	MFCC 7 MEAN	MFCC 7 STD	MFCC 8 MEAN	MFCC 8 STD	MFCC 9 MEAN	MFCC 9 STD	MFCC 10 MEAN	MFCC 10 STD	MFCC 11 MEAN	MFCC 11 STD	MFCC 12 MEAN	MFCC 12 STD	MFCC 13 MEAN	MFCC 13 STD	MFCC 14 MEAN	MFCC 14 STD	MFCC 15 MEAN	MFCC 15 STD	MFCC 16 MEAN	MFCC 16 STD	MFCC 17 MEAN	MFCC 17 STD	MFCC 18 MEAN	MFCC 18 STD	MFCC 19 MEAN	MFCC 19 STD	MFCC 20 MEAN	MFCC 20 STD	MFCC 21 MEAN	MFCC 21 STD	MFCC 22 MEAN	MFCC 22 STD	MFCC 23 MEAN	MFCC 23 STD	MFCC 24 MEAN	MFCC 24 STD	MFCC 25 MEAN	MFCC 25 STD	MFCC 26 MEAN	MFCC 26 STD	MFCC 27 MEAN	MFCC 27 STD	MFCC 28 MEAN	MFCC 28 STD	MFCC 29 MEAN	MFCC 29 STD	MFCC 30 MEAN	MFCC 30 STD	MFCC 31 MEAN	MFCC 31 STD	MFCC 32 MEAN	MFCC 32 STD	MFCC 33 MEAN	MFCC 33 STD	MFCC 34 MEAN	MFCC 34 STD	MFCC 35 MEAN	MFCC 35 STD	MFCC 36 MEAN	MFCC 36 STD	MFCC 37 MEAN	MFCC 37 STD	MFCC 38 MEAN	MFCC 38 STD	MFCC 39 MEAN	MFCC 39 STD	MFCC 40 MEAN	MFCC 40 STD
blues	0.06295882576856149	0.0210127131611687	1410.023423440256	453.47455305058514	-204.50363	60.076157	97.553246	21.750778	-14.599752	20.720182	9.945219	15.634577	-14.997224	11.035067	1.852845	9.205402	-9.724558	8.654628	3.3497405	7.246535	-5.2134647	8.479255	-0.45094797	6.399876	-3.0834987	6.647022	1.6978227	6.3078322	-2.3148835	7.1399474	0.29912254	5.153732	-1.144194	5.275971	-0.78151226	5.630845	-0.047952015	5.0335574	-0.038357574	4.2975373	-0.8644788	4.081196	-2.0518675	4.0554667	-0.5236745	3.8694782	0.12038139	3.7133994	0.1467278	3.7003028	-0.7349742	3.8672578	-0.96549004	3.188951	-0.31238723	2.793001	-0.2722654	2.453747	0.73022234	2.7033634	0.09832016	2.294462	-0.35543716	2.722375	0.81863225	2.0292282	-0.70599765	2.301223	0.6266953	2.0951939	0.6856143	2.1121907	0.14004385	1.9369195	0.41508305	1.8480827	0.17767046	1.6257683	0.5331709	1.5355713	0.3135398	1.5314295	-0.05628091	1.6443195
blues	0.043930584759280744	0.04353977919397629	1352.742709723766	715.5091580486182	-273.47708	46.935863	82.55254	21.906717	5.933647	11.212539	23.283718	12.687262	1.8551621	12.550625	12.065769	9.282488	-1.7794192	8.087894	7.0477557	8.25257	-0.18806836	7.6377163	5.5019245	7.275389	-2.316972	6.426726	1.3850285	5.8480606	-1.8495172	5.259408	-0.96581954	5.2279654	-0.22143932	4.75592	0.48232198	5.0690885	-1.0098035	4.1986427	-0.11481086	4.1121354	1.22138	3.8113854	-1.2715191	3.383179	-1.2476776	3.3676097	-0.20363653	3.0792382	0.7665787	3.00614	-1.1808512	2.7540646	-1.2350678	2.9325001	-0.3532315	2.4012878	0.99442434	2.4570944	-0.4117929	2.3128097	-0.5751866	2.1039243	-0.44227567	2.0533118	-0.1428054	1.8705586	-0.10705548	1.9058163	-0.05147886	1.7358445	0.037183043	1.7159373	-0.3239421	1.5690292	-0.16029446	1.6816474	-0.1024354	1.4736221	-0.017154794	1.5227787	0.1575362	1.50493	-0.10401181	1.6538444
blues	0.06909500676720805	0.04879100679250699	1360.6856016703396	507.03119580769817	-215.90924	46.201965	85.08428	14.804214	-10.659478	21.075378	32.816223	13.268811	-2.6142647	13.153651	6.5085435	8.222673	-0.71245545	7.9419236	-0.5608047	7.048213	-11.343591	6.637873	5.494857	6.8682075	-4.1701064	7.846185	-1.1276681	6.877504	-3.6738567	5.9795194	0.17794298	5.276264	-4.813111	4.8520923	-3.3728776	5.2991	-5.5422206	4.926568	0.30851188	4.8189735	-1.5795647	4.922613	-2.3601213	4.9406066	1.6018342	4.4750633	-0.32911775	3.9295623	-1.2011685	3.8323882	-0.7878834	3.042675	0.99841845	3.2242625	-0.3465638	3.2073424	0.62413454	2.6946464	-1.1636666	3.4082146	0.42057255	2.51468	-0.36672235	2.4906201	0.40335146	2.3362079	-1.0073514	2.3411589	0.02600421	2.1082387	-0.41321343	1.9296876	0.8002899	1.896722	0.39530107	1.9220206	0.4142689	1.6993488	-0.35263374	1.888721	-0.3208234	1.853043	0.22213244	1.7844979
blues	0.0514017032820959	0.035431452423898294	1324.527825294569	414.19425877210483	-221.07376	33.593323	79.14462	14.251656	5.6387134	18.966358	25.245207	9.554033	0.7183987	8.624352	6.200795	9.586833	-2.8818116	7.2816243	2.7614973	6.979697	-14.149993	7.155207	6.541258	6.667902	-5.277384	6.267503	-0.21610266	5.7443523	-4.697442	5.228946	3.8501227	5.5771456	-3.7361522	5.378958	0.04614174	5.403189	-4.5291896	5.160352	1.1436619	5.2234445	-2.3509235	4.5891366	-1.7352775	4.3549924	0.42461267	3.9596953	1.9617822	3.7190683	-1.6348293	3.4668343	-0.0752553	3.2130928	0.6303211	2.9748192	-0.99721986	2.8483872	-0.44666046	2.9172175	0.46529487	2.5823004	0.22174752	2.447685	-0.22360112	2.4355178	0.4158406	2.239035	-0.37175098	2.3211794	-0.36534196	2.2324972	-0.14971152	1.9730695	0.309808	1.8625762	0.13057648	1.799649	0.4039575	1.7070637	0.07240073	1.7176827	0.01719963	1.8019624	0.13371168	1.7661288
blues	0.045036675850734724	0.0394964660662841	1171.967431930455	383.7557250667417	-270.79892	64.765724	79.596085	18.981766	5.949113	25.541298	26.081446	10.683835	5.4166117	11.329142	6.8153853	8.64234	-3.8719118	9.273185	-2.5616872	8.971313	-9.438372	7.25088	7.026775	6.433291	0.5832314	6.5080843	0.6062817	6.156137	0.64701974	6.1798067	3.8811858	6.1842074	-1.3748968	6.83892	1.1510842	5.1800985	-0.88344586	5.2884374	-1.0226076	4.3770113	-1.0637667	4.80983	-1.0453881	4.023806	1.6210326	4.267611	0.49836394	4.055053	-0.13905996	4.083422	-1.1105155	3.2376752	1.1793655	3.0275614	0.08682119	2.9434423	1.1369711	2.7931333	-0.09196493	2.9516077	0.46334714	2.721902	-0.15375161	2.58045	1.0860716	2.3374162	-0.20454623	2.2717068	0.21748286	2.0082788	-0.113283314	2.0560648	1.0083257	1.8776907	0.5018386	1.9105686	0.5013998	1.7538311	0.14603291	1.9096355	0.07198068	1.6864696	-0.0040808585	1.8734219
blues	0.06370125495456304	0.044056664195648826	1420.438571434397	447.14022714610513	-234.66565	46.853733	79.37285	17.004234	-4.254136	21.747847	22.11932	14.216526	-1.3574806	13.72109	6.3644094	8.902852	-0.38149753	8.030493	-0.14411727	8.356534	-12.65676	6.7947326	7.180356	6.669559	-1.4403052	6.592327	-0.9721317	6.0846686	-3.2874463	5.4319677	1.2201344	6.2363734	-4.333216	6.090608	-1.406248	5.328051	-4.549536	5.192437	-0.72681475	4.51583	-0.56256706	4.446224	-0.76224834	4.611823	1.6599557	4.2379208	0.78668904	3.8025696	0.46620455	3.9737928	-0.68557465	3.424739	0.6841513	3.290088	-0.1661988	3.2001646	1.4175025	3.0010424	-0.534529	2.9230363	0.46943763	2.5101333	-0.3715995	2.6632645	0.6124599	2.5297875	-0.8838676	2.2748575	0.48212266	2.0195305	-0.30256096	1.9449601	0.6910144	2.0372033	0.43411002	1.9202601	0.6601365	1.7871693	-0.14254354	1.9490937	0.058868784	1.769754	0.12023895	1.864993
blues	0.06134406117072699	0.037666938600053254	1455.0726339660955	390.2522134064363	-233.53117	49.762005	77.60934	17.126623	-2.5000613	23.522358	20.217457	14.5568495	-0.66736	12.656351	8.561618	9.168668	-5.1056113	7.7039695	1.1387422	7.890781	-10.010158	7.0456076	10.710087	6.9857926	-1.5742501	7.0411916	1.659087	6.002627	-4.166878	5.767365	3.750841	5.1775384	-3.4847949	5.045268	-0.90048444	5.224955	-4.1457515	5.2955728	1.8691937	5.139894	-1.6004463	4.6077623	0.0230733	4.3062224	1.1161611	4.3968678	0.27786034	3.8810587	-0.66360945	4.05343	0.3170462	3.310661	0.23374662	2.9825542	-0.7756052	2.829882	0.1848976	2.5597456	0.43228495	2.9134212	0.4674433	2.4885182	-0.4191472	2.433832	0.3151576	2.2733438	-0.013700091	2.1930995	0.27255514	2.0878067	-0.1505497	2.0375702	0.31780738	1.8862029	-0.282845	1.9498664	0.22219037	1.7815871	0.44734406	1.6940384	0.39437428	1.7800585	-0.18669797	1.9937917
blues	0.048326248912412995	0.029071729672521987	1089.0053435041514	481.32410226077053	-239.673	49.12791	91.201996	16.226967	-5.0264153	18.619204	32.871624	12.301377	6.956144	11.401188	4.335325	8.186388	-1.9556189	8.012754	-0.60728717	6.9897275	-11.180603	8.051451	4.5448117	7.1466513	0.884153	7.0569067	-1.4619955	6.2042475	-0.6523903	5.8078065	1.7458227	6.0751433	-3.1976893	5.820517	-1.8026811	5.3785415	-2.1337037	5.281742	-0.25612977	4.5263257	-0.585954	4.552346	-2.2825763	4.324515	0.5034782	4.5257635	0.6399703	3.8012624	-1.0618795	3.484144	-1.2382189	3.1203938	1.0444602	3.0001788	-1.1503927	2.704813	-0.34788033	2.5708437	0.41875964	2.5817838	0.3223413	2.6024325	-0.2047641	2.121392	0.13058168	2.341588	-0.4380767	2.0255544	0.35381746	2.0135946	0.11734526	1.9403883	-0.22306742	2.0176191	0.163562	1.8474016	0.056426343	1.6235245	0.35488296	1.6786926	0.32915875	1.5918995	-0.41405064	1.6976681
blues	0.056141769987432324	0.04149945968613148	1537.4913865266892	439.49308611181044	-240.06151	41.31752	71.82051	16.889505	8.305075	19.490452	23.461754	10.110576	0.5544156	8.689782	8.335956	9.212166	-5.518211	8.426188	-0.24853705	8.689982	-13.894402	8.131664	5.753713	8.090432	-4.53741	5.7892113	1.4967844	5.901953	-3.3680425	5.596175	4.48249	5.6082516	-1.0633389	6.4025416	2.238483	5.9734426	-1.997991	5.9861703	2.8644135	6.411385	-0.060467783	6.2557616	-0.13236472	4.420277	0.95618534	4.766477	1.6834971	3.8251216	-0.9476153	3.953245	-0.4504409	3.8096938	0.75668484	3.1922493	0.035948977	2.8709927	0.2506587	2.8452613	-0.35315707	2.7312915	0.25620997	2.6034336	-0.028447505	2.6456976	0.42992282	2.2970793	-0.4868672	2.2315822	0.33843264	2.2719998	-0.29837847	2.458998	-0.08744877	2.1780221	0.22168203	1.972897	0.3985391	1.872168	-0.39161363	1.9831195	-0.0135930795	1.9571166	0.043053802	1.9244574
blues	0.05888603900812065	0.042406678445582685	1195.4981309471507	499.54057180712465	-235.75974	49.985554	89.93562	14.963648	-4.1280847	23.986963	26.262579	13.862721	-0.7329177	14.320519	4.276352	7.8772225	-3.659197	7.3807807	-2.348646	8.494229	-10.540315	6.6333714	6.596572	7.1151886	-3.1855247	7.452393	1.1095046	6.8279305	-2.116608	5.6698	1.9290546	5.3961873	-2.6150348	5.2391043	-2.0629709	5.4975686	-3.4344227	5.6391816	0.6700293	5.7997155	-2.3361864	4.6304703	-1.0214535	4.2449484	0.74893606	4.2161145	-0.76623327	4.066325	0.48521844	3.8429668	-0.7046544	3.7574935	-0.7614481	3.231387	-1.233514	2.9240818	1.1098901	2.8480277	-0.2335357	2.640204	0.52946454	2.3061142	-0.7442113	2.3811898	0.49713618	2.2454202	-0.08140344	2.1037567	-0.2566377	2.1263463	-0.752167	1.9488448	0.3359733	1.9610001	-0.53099287	1.9718816	0.30128473	1.6810637	0.5987685	1.7351428	0.2523023	1.7998825	-0.028151123	1.994023
blues	0.05258634232405259	0.024823961803533193	1390.3828142454288	321.0658045198458	-236.52095	37.863956	78.49857	14.417041	5.1821556	17.045021	19.677866	10.68644	-1.9752665	9.240141	6.3299007	9.296121	-6.277195	7.878524	3.4330673	6.7427497	-10.811196	6.549314	8.395051	6.720918	-3.652404	6.417271	2.745158	6.3873777	-4.0751376	5.4963303	4.348946	5.3073726	-5.5764503	5.4314837	-1.1571833	4.843482	-3.8981535	4.9008374	1.0230289	4.6099467	-2.4415305	4.812428	1.6761087	3.9970887	1.0871277	4.0719357	1.6108115	3.844824	-0.40467423	3.6691477	-0.10373458	3.110821	-0.53424144	3.3631024	0.03552342	2.6552062	-0.47973037	2.7556026	0.23816329	2.503395	0.68155414	2.5025384	-0.30235928	2.3898332	-0.47728685	2.4440122	-0.08658801	1.9833708	-0.023247544	1.888759	0.0140260905	1.770346	0.07138371	1.7851726	-0.51127255	1.8442615	-0.07877675	1.6723721	0.5360906	1.6462796	0.47022316	1.6382881	0.27936777	1.7698264
blues	0.047907452387857694	0.04828363521002576	1046.775126610449	539.8569280119491	-248.47723	56.763187	89.31114	17.424902	4.3571153	25.220453	25.652763	12.381721	5.0145016	11.719651	9.956859	8.632724	-0.8366405	8.1051445	-1.0305786	7.4985366	-10.687145	6.9997516	10.151387	6.344254	-0.5466766	6.4139547	-0.46719015	5.978938	-1.6450667	5.6920915	2.6076102	5.7699976	-1.737533	5.4724345	0.0030074036	5.590758	-3.3882637	5.3251095	0.96261346	5.568328	0.7511779	4.744531	-0.18701702	5.256892	1.5750641	4.7585764	-0.22888316	4.174375	-1.0782707	3.8700664	-0.47383773	3.9498305	0.98221153	3.0544999	-0.928737	3.3901048	0.99474436	2.8153582	-0.40642986	2.7819757	0.041568458	2.7735898	-0.51686037	2.5505562	0.54575115	2.4021444	-0.28313515	2.2930253	0.2995856	2.1472924	-0.68485874	2.3088768	0.82502747	2.1062768	0.02888904	1.9713123	-0.041022837	1.957123	-0.2105223	1.8281542	-0.2939127	1.9882301	-0.6269607	2.1705277
blues	0.05856995903422274	0.05355341824919657	1155.869256708858	560.4933041014447	-229.7207	57.424854	88.16198	17.100647	-0.55322057	24.040377	25.23887	12.572041	-0.03324108	12.508627	4.7929225	9.641147	-0.35058197	8.00221	-1.7731514	8.050049	-10.046427	8.5021715	9.778373	7.357652	0.2910837	7.7759504	-0.938852	6.269236	-0.041456323	5.4252086	1.8257192	6.383292	-0.7541822	5.6590023	0.2147214	5.1191773	-2.968227	5.0397334	0.08589734	5.12108	0.7730058	4.5015674	-0.63525677	4.6393256	2.72434	4.543134	0.5043929	4.005388	-0.724064	4.073929	-0.2238291	3.6763673	1.4701842	2.887239	-0.5613173	3.3949468	0.83625686	2.9033	0.22755417	2.6691651	-0.06479247	2.9158506	-0.53859437	2.6049173	0.79130477	2.6011553	-0.1818795	2.3440068	0.072979964	2.1784925	-0.06114722	1.9966974	0.62102616	2.2062023	0.17808212	1.9518405	-0.151094	1.7823775	0.021126036	1.9697869	-0.23907721	2.0349483	-0.64462334	2.3012643
